Artist;Grouping;Genre
Melissa Kelley;Local Utah Music;Local Utah Music
Melodramus;Local Utah Music;Local Utah Music
Melody Pulsipher;Local Utah Music;Local Utah Music
Mesa Drive;Local Utah Music;Local Utah Music
Metal Tears;Local Utah Music;Local Utah Music
Monarch;Local Utah Music;Local Utah Music
Mordechai;Local Utah Music;Local Utah Music
Mud;Local Utah Music;Local Utah Music
Mury;Local Utah Music;Local Utah Music
My Own Time;Local Utah Music;Local Utah Music
Necrophacus;Local Utah Music;Local Utah Music
Never Before;Local Utah Music;Local Utah Music
Nice;Local Utah Music;Local Utah Music
Nine Even (California);Local Utah Music;Local Utah Music
Nopium;Local Utah Music;Local Utah Music
Occidis;Local Utah Music;Local Utah Music
Off The Veil;Local Utah Music;Local Utah Music
OldTimer;Local Utah Music;Local Utah Music
Osiris;Local Utah Music;Local Utah Music
Patti;Local Utah Music;Local Utah Music
Peace & Quiet;Local Utah Music;Local Utah Music
Poetica;Local Utah Music;Local Utah Music
Postriot;Local Utah Music;Local Utah Music
Prizm;Local Utah Music;Local Utah Music
Prizoner;Local Utah Music;Local Utah Music
Ravings of A Madman;Local Utah Music;Local Utah Music
Resurrection;Local Utah Music;Local Utah Music
Reveeler;Local Utah Music;Local Utah Music
Reverse Halo Effect (Tennesse);Local Utah Music;Local Utah Music
Riksha;Local Utah Music;Local Utah Music
RipChain (Idaho);Local Utah Music;Local Utah Music
RipChain & Idiocracy;Local Utah Music;Local Utah Music
Royal Blis;Local Utah Music;Local Utah Music
Royal Bliss;Local Utah Music;Local Utah Music
Ruckus (California);Local Utah Music;Local Utah Music
Ruyn;Local Utah Music;Local Utah Music
Sawed off Smile;Local Utah Music;Local Utah Music
Separation of Self;Local Utah Music;Local Utah Music
Seraphim (Mississippi);Local Utah Music;Local Utah Music
Set Aflame (Texas);Local Utah Music;Local Utah Music
Seventking;Local Utah Music;Local Utah Music
Shadowseer;Local Utah Music;Local Utah Music
Shredbettie;Local Utah Music;Local Utah Music
Shredmill;Local Utah Music;Local Utah Music
Simple As Suicide;Local Utah Music;Local Utah Music
Skychange;Local Utah Music;Local Utah Music
Smokin' Blues Band;Local Utah Music;Local Utah Music
Societys Child;Local Utah Music;Local Utah Music
Somewhat Random;Local Utah Music;Local Utah Music
Sonic Prophecy;Local Utah Music;Local Utah Music
Still-Born;Local Utah Music;Local Utah Music
Sunset Strip;Local Utah Music;Local Utah Music
Super So Far;Local Utah Music;Local Utah Music
Swagger;Local Utah Music;Local Utah Music
Swirl (California);Local Utah Music;Local Utah Music
Synapse Deffect (Georgia);Local Utah Music;Local Utah Music
Tanis;Local Utah Music;Local Utah Music
The Brobecks;Local Utah Music;Local Utah Music
The Eden Express;Local Utah Music;Local Utah Music
The Explicit;Local Utah Music;Local Utah Music
The Fully Blown;Local Utah Music;Local Utah Music
The Fuzz Plugz;Local Utah Music;Local Utah Music
The GT's;Local Utah Music;Local Utah Music
The Krypled;Local Utah Music;Local Utah Music
The Mark Sexton Band (Nevada);Local Utah Music;Local Utah Music
The Market;Local Utah Music;Local Utah Music
The Mighty Curse;Local Utah Music;Local Utah Music
The New Black 7;Local Utah Music;Local Utah Music
The Obliterate Plague;Local Utah Music;Local Utah Music
The Patato Pirates (Colorado);Local Utah Music;Local Utah Music
The Street;Local Utah Music;Local Utah Music
The Veil Between (California);Local Utah Music;Local Utah Music
The Waters Deep Here;Local Utah Music;Local Utah Music
Theoria (California);Local Utah Music;Local Utah Music
Three Reasons;Local Utah Music;Local Utah Music
Tired Life;Local Utah Music;Local Utah Music
To The Death;Local Utah Music;Local Utah Music
Tom Vollman (Wisconsin);Local Utah Music;Local Utah Music
Tommy Had a Vision;Local Utah Music;Local Utah Music
Tough Tittie;Local Utah Music;Local Utah Music
Transient;Local Utah Music;Local Utah Music
Truce;Local Utah Music;Local Utah Music
Tyler Douglass, Kevin Goldberg, Scottie Lee;Local Utah Music;Local Utah Music
Typhoid Mary;Local Utah Music;Local Utah Music
Uncle Scam;Local Utah Music;Local Utah Music
Uncomfortable Silence;Local Utah Music;Local Utah Music
Undun;Local Utah Music;Local Utah Music
Unthinkable Thoughts;Local Utah Music;Local Utah Music
Until Further Notice;Local Utah Music;Local Utah Music
Various Artists;Local Utah Music;Local Utah Music
Velnias;Local Utah Music;Local Utah Music
Vengeance (MT);Local Utah Music;Local Utah Music
Vernicious Knid;Local Utah Music;Local Utah Music
Vertical Skinny;Local Utah Music;Local Utah Music
Vicious Starfish;Local Utah Music;Local Utah Music
Victim Effect;Local Utah Music;Local Utah Music
Vinia;Local Utah Music;Local Utah Music
Visionary;Local Utah Music;Local Utah Music
Vocative;Local Utah Music;Local Utah Music
Wicked Season;Local Utah Music;Local Utah Music
Wicken Fenn;Local Utah Music;Local Utah Music
Wild Weasel;Local Utah Music;Local Utah Music
Will Prater;Local Utah Music;Local Utah Music
WuddaWaste Drum Track 2008;Local Utah Music;Local Utah Music
Yayo;Local Utah Music;Local Utah Music
Alex Gibson;Lullaby;Lullaby Rendition
Andrew Bissell;Lullaby;Lullaby Rendition
Dennis Caplinger;Lullaby;Lullaby Rendition
Jeffrey Miner;Lullaby;Lullaby Rendition
Jordan Lansburg;Lullaby;Lullaby Rendition
Leo Flynn II;Lullaby;Lullaby Rendition
Michael Armstrong;Lullaby;Lullaby Rendition
Rockabye Baby!;Lullaby;Lullaby Rendition
Steven Charles Boone;Lullaby;Lullaby Rendition
Billy Idol Vs. White Zombie;Mashup;Mashup: [Heavy Metal]
Bon Jovi And More;Mashup;Mashup: [Heavy Metal]
Bon Jovi Vs. OneRepublic;Mashup;Mashup: [Heavy Metal]
Carly Rae Jepsen Vs. Katy Perry;Mashup;Mashup: [Heavy Metal]
Celine Dion Vs. Eminem;Mashup;Mashup: [Heavy Metal]
Dance Mix;Mashup;Mashup: [Heavy Metal]
Dance Mix ;Mashup;Mashup: [Heavy Metal]
Drowning Pool Vs. Rebecca Black;Mashup;Mashup: [Heavy Metal]
Eminem Vs. Celine Dion;Mashup;Mashup: [Heavy Metal]
Gwen Stefani Vs. Vanilla Ice;Mashup;Mashup: [Rap vs. Pop]
Iron Priest;Mashup;Mashup: [Heavy Metal]
Jessie J vs Katy Perry;Mashup;Mashup: [Heavy Metal]
Joe Lynn Turner;Mashup;Mashup: [Heavy Metal]
Judas Maiden;Mashup;Mashup: [Heavy Metal]
Justin Bieber vs Village People mashup;Mashup;Mashup: [Heavy Metal]
Justin Bieber Vs. Village People;Mashup;Mashup: [Heavy Metal]
Linkin Park Vs. Joan Osborne;Mashup;Mashup: [Heavy Metal]
Megatallica;Mashup;Mashup: [Heavy Metal]
Metallica;Mashup;Mashup: [Heavy Metal]
Metallica Vs. Bill Haley & The Comets;Mashup;Mashup: [Heavy Metal]
Metallideth;Mashup;Mashup: [Heavy Metal]
NWA;Mashup;Mashup: [Heavy Metal]
One Direction Vs. Puddle of Mudd;Mashup;Mashup: [Heavy Metal]
RHCP Vs. Queen & David Bowie;Mashup;Mashup: [Heavy Metal]
TaskMaster;Mashup;Mashup: [Heavy Metal]
TV Mashup;Mashup;Mashup: [TV]
Van Halen Vss House of Pain;Mashup;Mashup: [Heavy Metal]
Nine Inch Nails;Mashup;Mashup: [Alternative Pop]
Van Canto;Metal;A Cappella: Power Metal
Vocalis;Metal;A Cappella: Power Metal
Avenged Sevenfold;Metal;Alternative Metal
Breed 77;Metal;Alternative Metal
Corey Taylor;Metal;Alternative Metal
Life Of Agony;Metal;Alternative Metal
Seasons After;Metal;Alternative Metal
Sevendust;Metal;Alternative Metal
Stone Sour;Metal;Alternative Metal
System Of A Down;Metal;Alternative Metal
Tool;Metal;Alternative Metal
Cradle Of Filth;Metal;Death Metal
Dethklok;Metal;Death Metal
Anathema;Metal;Doom Metal
Disbelief;Metal;Doom Metal
Eyehategod;Metal;Doom Metal
Nemesis;Metal;Doom Metal
Yakuza;Metal;Experimental Metal
Korpiklaani;Metal;Folk Metal
Primus;Metal;Funk Metal
After Forever;Metal;Gothic Metal
Atrocity;Metal;Gothic Metal
Blutengel;Metal;Gothic Metal
Entwine;Metal;Gothic Metal
Havayoth;Metal;Gothic Metal
Lacuna Coil;Metal;Gothic Metal
Leaves' Eyes;Metal;Gothic Metal
Lullacry;Metal;Gothic Metal
Marilyn Manson;Metal;Gothic Metal
Moonspell;Metal;Gothic Metal
Sentenced;Metal;Gothic Metal
Sirenia;Metal;Gothic Metal
Theatre Of Tragedy;Metal;Gothic Metal
Tiamat;Metal;Gothic Metal
To/Die/For;Metal;Gothic Metal
Type O Negative;Metal;Gothic Metal
Faith No More;Hard Rock;Hard Rock
Lemmy Kilmister;Hard Rock;Hard Rock
Pretty Maids;Hard Rock;Hard Rock
Queensrÿche;Hard Rock;Hard Rock
Atreyu;Metal;Hardcore
Botch;Metal;Hardcore
Bullet For My Valentine;Metal;Hardcore
Children Of Bodom;Metal;Hardcore
Earth Crisis;Metal;Hardcore
Evergreen Terrace;Metal;Hardcore
It Dies Today;Metal;Hardcore
Sever Your Ties;Metal;Hardcore
The Agony Scene;Metal;Hardcore
Accept;Metal;Heavy Metal
Adele vs Evanescence;Metal;Heavy Metal
Adrenaline Mob;Metal;Heavy Metal
Anvil;Metal;Heavy Metal
Arch Enemy;Metal;Heavy Metal
Armored Saint;Metal;Heavy Metal
ArThRoPod;Metal;Heavy Metal
Arwen;Metal;Heavy Metal
Avatar;Metal;Heavy Metal
Axel Rudi Pell;Metal;Heavy Metal
Axenstar;Metal;Heavy Metal
Behemoth;Metal;Heavy Metal
Beto Vázquez Infinity;Metal;Heavy Metal
Billy Sheehan;Metal;Heavy Metal
Black Label Society;Metal;Heavy Metal
Black Sabbath;Metal;Heavy Metal
Black Tide;Metal;Heavy Metal
Blitzkrieg;Metal;Heavy Metal
Body Count;Metal;Heavy Metal
Bol TrouE;Metal;Heavy Metal
Borknagar;Metal;Heavy Metal
Bruce Dickinson;Metal;Heavy Metal
Burden Of Grief;Metal;Heavy Metal
Cacophony;Metal;Heavy Metal
Callejon;Metal;Heavy Metal
Celesty;Metal;Heavy Metal
Chris Jericho;Metal;Heavy Metal
Chris Poland;Metal;Heavy Metal
Chuck Billy;Metal;Heavy Metal
Corrosion Of Conformity;Metal;Heavy Metal
Coven;Metal;Heavy Metal
Crematory;Metal;Heavy Metal
Crimson Glory;Metal;Heavy Metal
crystal viper;Metal;Heavy Metal
Danzig;Metal;Heavy Metal
Dark Age;Metal;Heavy Metal
Dark Tranquillity;Metal;Heavy Metal
Dave Mustaine;Metal;Heavy Metal
Death Angel;Metal;Heavy Metal
Dee Snider;Metal;Heavy Metal
Destruction;Metal;Heavy Metal
DevilDriver;Metal;Heavy Metal
Dez Fafara;Metal;Heavy Metal
Diamond Head;Metal;Heavy Metal
Die Apokalyptischen Reiter;Metal;Heavy Metal
Digger;Metal;Heavy Metal
Dio;Metal;Heavy Metal
Dio Disciples;Metal;Heavy Metal
Doro;Metal;Heavy Metal
Doug Pinnick;Metal;Heavy Metal
Down;Metal;Heavy Metal
Dragonland;Metal;Heavy Metal
Dreadful Shadows;Metal;Heavy Metal
Driver;Metal;Heavy Metal
Elias Soriano;Metal;Heavy Metal
Enemy Logic;Metal;Heavy Metal
Eric Bloom;Metal;Heavy Metal
F5;Metal;Heavy Metal
Fight;Metal;Heavy Metal
Finntroll;Metal;Heavy Metal
Flotsam And Jetsam;Metal;Heavy Metal
Fozzy;Metal;Heavy Metal
Freternia;Metal;Heavy Metal
Geoff Tate;Metal;Heavy Metal
Godsmack;Metal;Heavy Metal
Graham Bonnet;Metal;Heavy Metal
Grave Digger;Metal;Heavy Metal
Green Jellö;Metal;Heavy Metal
Grim Reaper;Metal;Heavy Metal
Grimey L;Metal;Heavy Metal
Gumbi;Metal;Heavy Metal
Halford;Metal;Heavy Metal
Harem Scarem;Metal;Heavy Metal
Hear 'N Aid;Metal;Heavy Metal
Hellacopters;Metal;Heavy Metal
Helloween;Metal;Heavy Metal
Hellyeah;Metal;Heavy Metal
Highlord;Metal;Heavy Metal
Holocaust;Metal;Heavy Metal
Host;Metal;Heavy Metal
Hypocrisy;Metal;Heavy Metal
Icarus Witch;Metal;Heavy Metal
ICS Vortex;Metal;Heavy Metal
Impellitteri;Metal;Heavy Metal
In Flames;Metal;Heavy Metal
Iommi;Metal;Heavy Metal
Iron Maiden;Metal;Heavy Metal
Iron Savior;Metal;Heavy Metal
Jeff Scott Soto;Metal;Heavy Metal
Johnny C&U2;Metal;Heavy Metal
Jon Oliva's Pain;Metal;Heavy Metal
Judas Priest;Metal;Heavy Metal
Killswitch Engage;Metal;Heavy Metal
King Diamond;Metal;Heavy Metal
Lajon Witherspoon;Metal;Heavy Metal
Lonnie Jordan;Metal;Heavy Metal
Manimal;Metal;Heavy Metal
Manowar;Metal;Heavy Metal
Marq Torien;Metal;Heavy Metal
Max Morton;Metal;Heavy Metal
Medieval Steel;Metal;Heavy Metal
Mercyful Fate;Metal;Heavy Metal
Metal Church;Metal;Heavy Metal
Motorhead;Metal;Heavy Metal
Motörhead;Metal;Heavy Metal
Motorjesus;Metal;Heavy Metal
Neaera;Metal;Heavy Metal
Newsted;Metal;Heavy Metal
Oni Logan;Metal;Heavy Metal
Ozzy Osbourne;Metal;Heavy Metal
Page Hamilton;Metal;Heavy Metal
Pamela Moore;Metal;Heavy Metal
Paragon;Metal;Heavy Metal
Paul Di'Anno;Metal;Heavy Metal
Perry Farrell & DVDA;Metal;Heavy Metal
Pist.On;Metal;Heavy Metal
Pist*On;Metal;Heavy Metal
Powergod;Metal;Heavy Metal
Praying Mantis;Metal;Heavy Metal
Primal Fear;Metal;Heavy Metal
Priya Panda;Metal;Heavy Metal
Quiet Riot;Metal;Heavy Metal
Rage;Metal;Heavy Metal
Rat Attack;Metal;Heavy Metal
Raven;Metal;Heavy Metal
Rebel Meets Rebel;Metal;Heavy Metal
Red Wine;Metal;Heavy Metal
Rob Halford;Metal;Heavy Metal
Saxon;Metal;Heavy Metal
Sepultura;Metal;Heavy Metal
Sinner;Metal;Heavy Metal
Sodom;Metal;Heavy Metal
Soilwork;Metal;Heavy Metal
Somnus;Metal;Heavy Metal
Steel Attack;Metal;Heavy Metal
Steel Dragon;Metal;Heavy Metal
Steve Grimmett;Metal;Heavy Metal
Sully Erna;Metal;Heavy Metal
SummerFlu (Henry Font);Metal;Heavy Metal
Sup;Metal;Heavy Metal
Sweet Savage;Metal;Heavy Metal
Tarot;Metal;Heavy Metal
Ten Masked Men;Metal;Heavy Metal
Testament;Metal;Heavy Metal
The Iron Maidens;Metal;Heavy Metal
The Jackals;Metal;Heavy Metal
The New Black;Metal;Heavy Metal
The Sword;Metal;Heavy Metal
The Widders;Metal;Heavy Metal
Therion;Metal;Heavy Metal
Tim "Ripper" Owens;Metal;Heavy Metal
Toxoplasma;Metal;Heavy Metal
Trauma;Metal;Heavy Metal
Tricky;Metal;Heavy Metal
Trivium;Metal;Heavy Metal
U.D.O.;Metal;Heavy Metal
Vhäldemar;Metal;Heavy Metal
Virgin Steele;Metal;Heavy Metal
Volbeat;Metal;Heavy Metal
Vyper;Metal;Heavy Metal
Warlock;Metal;Heavy Metal
White Wizzard;Metal;Heavy Metal
White Zombie;Metal;Heavy Metal
Widowmaker;Metal;Heavy Metal
Witchmaster;Metal;Heavy Metal
Yngwie J. Malmsteen;Metal;Heavy Metal
Your Demise;Metal;Heavy Metal
Zakk Wylde;Metal;Heavy Metal
2wo;Metal;Industrial Metal
Celldweller;Metal;Industrial Metal
Criss Angel;Metal;Industrial Metal
Deadstar Assembly;Metal;Industrial Metal
Deadsy;Metal;Industrial Metal
Device;Metal;Industrial Metal
Die Krupps;Metal;Industrial Metal
Dope;Metal;Industrial Metal
Fear Factory;Metal;Industrial Metal
Filter;Metal;Industrial Metal
Gravity Kills;Metal;Industrial Metal
Killing Joke;Metal;Industrial Metal
KMFDM;Metal;Industrial Metal
Laibach;Metal;Industrial Metal
Lollipop Lust Kill;Metal;Industrial Metal
Mindless Self Indulgence;Metal;Industrial Metal
Ministry;Metal;Industrial Metal
Ministry And Co-Conspirators;Metal;Industrial Metal
One-Way Mirror;Metal;Industrial Metal
Orbital;Metal;Industrial Metal
Orgy;Metal;Industrial Metal
Powerman 5000;Metal;Industrial Metal
Psychic TV;Metal;Industrial Metal
Puscifer;Metal;Industrial Metal
Rammstein;Metal;Industrial Metal
Raunchy;Metal;Industrial Metal
Rob Zombie;Metal;Industrial Metal
Snake River Conspiracy;Metal;Industrial Metal
Stabbing Westward;Metal;Industrial Metal
The Defiled;Metal;Industrial Metal
Torsten Rasch;Metal;Industrial Metal
Zeromancer;Metal;Industrial Metal
Hellsongs;Metal;Lounge Metal
Crazy Town;Metal;Nu-Metal
David Draiman;Metal;Nu-Metal
Deftones;Metal;Nu-Metal
Disturbed;Metal;Nu-Metal
Drowning Pool;Metal;Nu-Metal
Exilia;Metal;Nu-Metal
Factory 81;Metal;Nu-Metal
Hollywood Undead;Metal;Nu-Metal
Hybrid Theory [Pre-Linkin Park];Metal;Nu-Metal
Ill Niño;Metal;Nu-Metal
Kid Rock;Metal;Nu-Metal
Kittie;Metal;Nu-Metal
Korn;Metal;Nu-Metal
KoRn;Metal;Nu-Metal
Korn;Metal;Nu-Metal
Limp Bizkit;Metal;Nu-Metal
Linkin Park;Metal;Nu-Metal
Mudvayne;Metal;Nu-Metal
Mushroomhead;Metal;Nu-Metal
Nonpoint;Metal;Nu-Metal
P.O.D.;Metal;Nu-Metal
Papa Roach;Metal;Nu-Metal
Slipknot;Metal;Nu-Metal
Snot;Metal;Nu-Metal
Taproot;Metal;Nu-Metal
The Union Underground;Metal;Nu-Metal
Aina;Metal;Power Metal
Alestorm;Metal;Power Metal
Almah;Metal;Power Metal
Altaria;Metal;Power Metal
Angel Dust;Metal;Power Metal
Angra;Metal;Power Metal
Annihilator;Metal;Power Metal
Arcane (AUS);Metal;Power Metal
Astral Doors;Metal;Power Metal
At Vance;Metal;Power Metal
Athorn;Metal;Power Metal
Avantasia;Metal;Power Metal
Avatar (Pre-Savatage);Metal;Power Metal
Axxis;Metal;Power Metal
Ayreon;Metal;Power Metal
Beyond Fear;Metal;Power Metal
Blind Guardian;Metal;Power Metal
Brainstorm;Metal;Power Metal
Catch the Rainbow;Metal;Power Metal
Charred Walls Of The Damned;Metal;Power Metal
Chris Caffery;Metal;Power Metal
Circle II Circle;Metal;Power Metal
Crown of Thorns;Metal;Power Metal
Crystal Eyes;Metal;Power Metal
Dan Swanö / Peter Tägtgren;Metal;Power Metal
Dawn Of Destiny;Metal;Power Metal
Demons & Wizards;Metal;Power Metal
Destiny's End;Metal;Power Metal
Doctor Butcher;Metal;Power Metal
Domain;Metal;Power Metal
Dragonforce;Metal;Power Metal
DragonForce;Metal;Power Metal
Dream Evil;Metal;Power Metal
Eden's Curse;Metal;Power Metal
Edge Of Paradise;Metal;Power Metal
Edguy;Metal;Power Metal
Empires Of Eden;Metal;Power Metal
Enola Gay;Metal;Power Metal
Evergrey;Metal;Power Metal
Evil Masquerade;Metal;Power Metal
Falconer;Metal;Power Metal
Fates Warning;Metal;Power Metal
Firewind;Metal;Power Metal
Galloglass;Metal;Power Metal
Gamma Ray;Metal;Power Metal
Gods Of Fire;Metal;Power Metal
Gothic Knights;Metal;Power Metal
HammerFall;Metal;Power Metal
Heavenly;Metal;Power Metal
Herman Frank;Metal;Power Metal
Holy Mother;Metal;Power Metal
Hypersonic;Metal;Power Metal
Iced Earth;Metal;Power Metal
Infinity Overture;Metal;Power Metal
InnerWish;Metal;Power Metal
Innerwish;Metal;Power Metal
Insania;Metal;Power Metal
Intense;Metal;Power Metal
Iron Fire;Metal;Power Metal
Iron Mask;Metal;Power Metal
Jacobs Dream;Metal;Power Metal
Jag Panzer;Metal;Power Metal
Jorn;Metal;Power Metal
Kamelot;Metal;Power Metal
Kotipelto;Metal;Power Metal
Leverage;Metal;Power Metal
Machines Of Grace;Metal;Power Metal
Maegi;Metal;Power Metal
Magica;Metal;Power Metal
Mägo De Oz;Metal;Power Metal
Manticora;Metal;Power Metal
Masterplan;Metal;Power Metal
Metalium;Metal;Power Metal
Mob Rules;Metal;Power Metal
Mystic Prophecy;Metal;Power Metal
Nightmare;Metal;Power Metal
Nikolo Kotzev;Metal;Power Metal
Nocturnal Rites;Metal;Power Metal
Norther;Metal;Power Metal
Oliva;Metal;Power Metal
Pegazus;Metal;Power Metal
Perzonal War;Metal;Power Metal
Powerglove;Metal;Power Metal
Psycrence;Metal;Power Metal
Pyramaze;Metal;Power Metal
Raintime;Metal;Power Metal
RAM;Metal;Power Metal
Rebellion;Metal;Power Metal
Revolution Renaissance;Metal;Power Metal
Rhapsody Of Fire;Metal;Power Metal
Rob Rock;Metal;Power Metal
Ross The Boss;Metal;Power Metal
Royal Jester;Metal;Power Metal
Russell Allen;Metal;Power Metal
Russell Allen / Jørn Lande;Metal;Power Metal
Sabaton;Metal;Power Metal
Sanctuary;Metal;Power Metal
Savage Circus;Metal;Power Metal
Savatage;Metal;Power Metal
Serenity;Metal;Power Metal
Seven Witches;Metal;Power Metal
Sinergy;Metal;Power Metal
Solitude Aeturnus;Metal;Power Metal
Sonata Arctica;Metal;Power Metal
Sons Of Liberty;Metal;Power Metal
Sons of Liberty;Metal;Power Metal
Soulspell;Metal;Power Metal
Steel Prophet;Metal;Power Metal
StormWarrior;Metal;Power Metal
Stratovarius;Metal;Power Metal
Symphony X;Metal;Power Metal
Thunderstone;Metal;Power Metal
Timo Tolkki;Metal;Power Metal
Timo Tolkki's Avalon;Metal;Power Metal
Triosphere;Metal;Power Metal
Turisas;Metal;Power Metal
Unrest;Metal;Power Metal
Virtuocity;Metal;Power Metal
Warrel Dane;Metal;Power Metal
Winters Bane;Metal;Power Metal
Wolfpakk;Metal;Power Metal
Zonata;Metal;Power Metal
Abydos;Metal;Progressive Metal
Adagio;Metal;Progressive Metal
Age Of Nemesis;Metal;Progressive Metal
Amorphis;Metal;Progressive Metal
Andromeda;Metal;Progressive Metal
Andy Rowland & Ant Law;Metal;Progressive Metal
Anubis Gate;Metal;Progressive Metal
Arjen Anthony Lucassen;Metal;Progressive Metal
Ark;Metal;Progressive Metal
Artension;Metal;Progressive Metal
Between The Buried And Me;Metal;Progressive Metal
Beyond Twilight;Metal;Progressive Metal
Brian Wherry;Metal;Progressive Metal
Daisuke Kurosawa;Metal;Progressive Metal
Death;Metal;Progressive Metal
Derek Sherinian;Metal;Progressive Metal
Devin Townsend;Metal;Progressive Metal
Dream Theater;Metal;Progressive Metal
Eric Clemenzi;Metal;Progressive Metal
Eternity X;Metal;Progressive Metal
Green Carnation;Metal;Progressive Metal
Halcyon Way;Metal;Progressive Metal
Into Eternity;Metal;Progressive Metal
James LaBrie;Metal;Progressive Metal
Jeff Loomis;Metal;Progressive Metal
John Petrucci;Metal;Progressive Metal
John Petrucci & Jordan Rudess;Metal;Progressive Metal
Lana Lane;Metal;Progressive Metal
Linear Sphere Theater;Metal;Progressive Metal
Mastodon;Metal;Progressive Metal
Millenium;Metal;Progressive Metal
Mundanus Imperium;Metal;Progressive Metal
Nevermore;Metal;Progressive Metal
Opeth;Metal;Progressive Metal
Orphaned Land;Metal;Progressive Metal
Pain Of Salvation;Metal;Progressive Metal
Protest The Hero;Metal;Progressive Metal
Redemption;Metal;Progressive Metal
Richard Campbell;Metal;Progressive Metal
Royal Hunt;Metal;Progressive Metal
Section A;Metal;Progressive Metal
Seventh Wonder;Metal;Progressive Metal
Shadow Gallery;Metal;Progressive Metal
Spiral Architect;Metal;Progressive Metal
Stream of Passion;Metal;Progressive Metal
Tim Donahue;Metal;Progressive Metal
Transcendence;Metal;Progressive Metal
Týr;Metal;Progressive Metal
USM;Metal;Progressive Metal
Zero Hour;Metal;Progressive Metal
A Static Lullaby;Metal;Screamo
Devil Sold His Soul;Metal;Screamo
Motionless In White;Metal;Screamo
Rise To Remain;Metal;Screamo
Yashin;Metal;Screamo
Apocalyptica;Metal;Symphonic Metal
Apocalyptica ;Metal;Symphonic Metal
Dimmu Borgir;Metal;Symphonic Metal
Edenbridge;Metal;Symphonic Metal
Epica;Metal;Symphonic Metal
Haggard;Metal;Symphonic Metal
Nightwish;Metal;Symphonic Metal
Northern Kings;Metal;Symphonic Metal
Sahara Dust;Metal;Symphonic Metal
Tarja;Metal;Symphonic Metal
Trans-Siberian Orchestra;Metal;Symphonic Metal
Trillium;Metal;Symphonic Metal
True Symphonic Rockestra;Metal;Symphonic Metal
Van Helsing's Curse;Metal;Symphonic Metal
Within Temptation;Metal;Symphonic Metal
Acid Drinkers;Metal;Thrash Metal
Anthrax;Metal;Thrash Metal
Damageplan;Metal;Thrash Metal
Dead On;Metal;Thrash Metal
Evile;Metal;Thrash Metal
Exodus;Metal;Thrash Metal
Five Finger Death Punch;Metal;Thrash Metal
GWAR;Metal;Thrash Metal
Holochaust;Metal;Thrash Metal
James Hetfield;Metal;Thrash Metal
Joey Belladonna;Metal;Thrash Metal
John Bush;Metal;Thrash Metal
Kreator;Metal;Thrash Metal
Lich King;Metal;Thrash Metal
Machine Head;Metal;Thrash Metal
MD.45;Metal;Thrash Metal
Megadeth;Metal;Thrash Metal
Megadeth ;Metal;Thrash Metal
Nuclear Assault;Metal;Thrash Metal
Pantera;Metal;Thrash Metal
Prong;Metal;Thrash Metal
Risk;Metal;Thrash Metal
Sabbat;Metal;Thrash Metal
Savage Messiah;Metal;Thrash Metal
Scatterbrain;Metal;Thrash Metal
Shadows Fall;Metal;Thrash Metal
Slayer;Metal;Thrash Metal
Soulfly;Metal;Thrash Metal
Tankard;Metal;Thrash Metal
Vader;Metal;Thrash Metal
Warrant [German];Metal;Thrash Metal
Tomorrow's Eve;Metal ;Progressive Metal
Jewel;Pop;Alternative Pop
Moby;Pop;Alternative Pop
Natalie Imbruglia;Pop;Alternative Pop
OMC;Pop;Alternative Pop
Sarah McLachlan;Pop;Alternative Pop
Savage Garden;Pop;Alternative Pop
The Cardigans;Pop;Alternative Pop
Avril Lavigne;Rock;Alternative Rock
Ace Of Base;Pop;Eurodance
Band Ohne Namen;Pop;Eurodance
Eiffel 65;Pop;Eurodance
Schnuffel;Pop;Eurodance
Shinehead;Pop;Eurodance
The Medic Droid;Pop;Eurodance
Gloria Estefan;Pop;Latin Pop
Los Lobos;Pop;Latin Pop
Ricky Martin;Pop;Latin Pop
Shakira;Pop;Latin Pop
Pat Boone;Rock;Lounge Rock
Enya;Pop;New Wave
A-Ha;Pop;New Wave
ABBA;Pop;New Wave
Baltimora;Pop;New Wave
Berlin;Pop;New Wave
Blondie;Pop;New Wave
Carl Douglas;Pop;New Wave
Cindy Lauper;Pop;New Wave
Cutting Crew;Pop;New Wave
Cyndi Lauper;Pop;New Wave
David Bowie;Pop;New Wave
Depeche Mode;Pop;New Wave
Dexys Midnight Runners;Pop;New Wave
Divinyls;Pop;New Wave
Duran Duran;Pop;New Wave
Eurythmics;Pop;New Wave
Falco;Pop;New Wave
Frankie Goes To Hollywood;Pop;New Wave
Hall & Oates;Pop;New Wave
Heaven 17;Pop;New Wave
Jon Schmidt;Pop;New Wave
Men At Work;Pop;New Wave
Mr. Mister;Pop;New Wave
Nena;Pop;New Wave
New Order;Pop;New Wave
Orchestral Manoeuvres In The Dark;Pop;New Wave
Pet Shop Boys;Pop;New Wave
Phil Collins;Pop;New Wave
Pretenders;Pop;New Wave
Real Life;Pop;New Wave
Richard O'Brien;Pop;New Wave
Rick Astley;Pop;New Wave
Right Said Fred;Pop;New Wave
Robert Palmer;Pop;New Wave
Roxette;Pop;New Wave
Scissor Sisters;Pop;New Wave
Soft Cell;Pop;New Wave
Soft Cell Vs. Club 69;Pop;New Wave
Starship;Pop;New Wave
Tangerine Dream;Pop;New Wave
Tears For Fears;Pop;New Wave
